CODGEO;NB_E101;NB_E102;NB_E107;NB_E108;NB_E109;NB_G101;NB_G102;NB_G103;NB_G104
10256;0;0;0;0;0;0;0;0;0
10257;0;0;0;0;0;0;0;0;0
10258;0;0;0;0;0;0;0;0;0
10259;0;0;0;0;0;0;0;0;0
10260;1;0;0;0;0;0;0;0;0
10261;1;0;0;0;0;0;0;0;1
10262;0;0;0;0;0;0;0;0;0
10263;0;0;0;0;0;0;0;0;0
10264;0;0;0;0;0;0;0;0;0
10265;1;0;0;0;0;0;0;0;0
10266;0;0;0;0;0;0;0;0;0
10267;0;0;0;0;0;0;0;0;0
10268;3;0;0;1;0;1;4;1;1
10269;0;0;0;0;0;0;0;0;0
10270;0;0;0;0;0;0;0;0;0
10271;0;0;0;0;0;0;0;0;0
10272;0;0;0;0;0;0;0;0;0
10273;0;0;0;0;0;0;0;0;0
10274;0;0;0;0;0;0;0;0;0
10275;1;0;0;0;0;0;0;0;0
10276;0;0;0;0;0;0;0;0;0
10278;0;0;0;0;0;0;0;0;0
10279;0;0;0;0;0;0;0;0;0
10280;0;0;0;0;0;0;0;0;0
10281;0;0;0;0;0;0;0;0;0
10282;0;0;0;0;0;0;0;0;0
10283;0;0;0;0;0;0;0;0;0
10284;0;0;0;0;0;0;0;0;0
10285;0;0;0;0;0;0;0;0;0
10286;0;0;0;0;0;0;0;0;0
10287;1;0;0;0;0;1;1;0;1
10288;0;0;0;0;0;0;0;0;0
10289;0;0;0;0;0;0;0;0;0
10290;0;0;0;0;0;0;0;0;0
10291;0;0;0;0;0;0;0;0;0
10293;0;0;0;0;0;0;0;0;0
10294;0;0;0;0;0;0;0;0;0
10295;0;0;0;0;0;0;0;0;0
10296;0;0;0;0;0;0;0;0;0
10297;3;0;0;0;0;0;0;1;1
10298;1;0;0;0;0;0;0;0;0
10299;1;0;0;0;0;0;0;0;0
10300;0;0;0;0;0;0;0;0;0
10301;0;0;0;0;0;0;0;0;0
10302;0;0;0;0;0;0;0;0;0
10303;0;0;0;0;0;0;0;0;0
10304;0;0;0;0;0;0;0;0;0
10305;0;0;0;0;0;1;0;0;0
10306;0;0;0;0;0;0;0;0;0
10307;0;0;0;0;0;0;0;0;0
10308;0;0;0;0;0;0;0;0;0
10309;0;0;0;0;0;0;0;0;0
10310;0;0;0;0;0;0;0;0;0
10312;0;0;0;0;0;0;0;0;0
10313;0;0;0;0;0;0;0;1;0
10314;0;0;0;0;0;0;0;0;0
10315;0;0;0;0;0;0;0;0;0
10316;0;0;0;0;0;0;0;0;0
10317;0;0;0;0;0;0;2;0;1
10318;0;0;0;0;0;0;0;0;0
10319;0;0;0;0;0;1;0;0;0
10320;0;0;0;0;0;0;0;0;0
10321;3;0;0;0;0;0;0;0;0
10323;13;0;0;1;0;1;2;0;0
10324;0;0;0;0;0;0;0;0;0
10325;2;0;0;0;0;1;1;0;0
10326;0;0;0;0;0;0;0;0;0
10327;0;0;0;0;0;0;1;0;0
10328;0;0;0;0;0;1;1;0;0
10329;1;0;0;0;0;0;0;0;0
10330;0;0;0;0;0;0;0;0;0
10331;0;0;0;0;0;0;0;0;0
10332;0;0;0;0;0;0;0;0;0
10333;4;0;0;0;0;1;2;0;0
10334;0;0;0;0;0;0;0;0;0
10335;0;0;0;0;0;0;0;0;0
10336;0;0;0;0;0;0;0;0;0
10337;0;0;0;0;0;0;0;0;0
10338;0;0;0;0;0;0;0;0;0
10339;0;0;0;0;0;0;0;0;0
10340;2;0;0;0;0;0;0;0;0
10341;0;0;0;0;0;0;0;1;0
10342;0;0;0;0;0;0;0;0;0
10343;2;0;0;0;0;0;0;0;1
10344;0;0;0;0;0;0;0;0;0
10345;0;0;0;0;0;0;1;0;0
10346;0;0;0;0;0;0;0;0;0
10347;0;0;0;0;0;0;0;0;0
10348;0;0;0;0;0;0;0;0;0
10349;2;0;0;0;0;0;0;0;0
10350;0;0;0;0;0;0;0;0;0
10351;0;0;0;0;0;0;0;0;0
10352;2;0;0;0;0;0;0;0;0
10353;0;0;0;0;0;0;0;0;0
10354;0;0;0;0;0;0;0;0;0
10355;0;0;0;0;0;0;0;1;0
10356;1;0;0;0;0;0;0;0;0
10357;2;0;0;0;0;1;2;0;0
10358;1;0;0;0;0;0;0;0;0
10359;1;0;0;0;0;0;0;0;0
10360;0;0;0;0;0;0;0;0;0
10361;0;0;0;0;0;0;0;1;0
10362;5;0;0;0;0;0;2;0;0
10363;0;0;0;0;0;0;0;0;0
10364;0;0;0;0;0;0;0;0;0
10365;0;0;0;0;0;0;0;0;0
10366;0;0;0;0;0;0;0;0;0
10367;0;0;0;0;0;0;0;0;0
10368;0;0;0;0;0;0;0;0;0
10369;0;0;0;0;0;0;0;0;0
10370;0;0;0;0;0;0;0;0;0
10371;0;0;0;0;0;0;0;0;0
10372;0;0;0;0;0;0;1;1;1
10373;0;0;0;0;0;0;0;0;0
10374;0;0;0;0;0;0;0;0;0
10375;0;0;0;0;0;0;0;0;0
10376;0;0;0;0;0;0;0;0;0
10377;0;0;0;0;0;0;0;0;0
10378;0;0;0;0;0;0;0;0;0
10379;0;0;0;0;0;0;0;0;0
10380;0;0;0;0;0;0;0;0;0
10381;1;0;0;0;0;0;0;0;0
10382;1;0;0;0;0;0;0;0;0
10383;0;0;0;0;0;0;0;0;0
10384;0;0;0;0;0;0;0;0;0
10386;0;0;0;0;0;0;0;0;0
10387;21;0;1;0;0;13;16;0;9
10388;0;0;0;0;0;0;0;0;0
10389;0;0;0;0;0;0;0;0;0
10390;0;0;0;0;0;0;0;0;0
10391;0;0;0;0;0;0;0;0;0
10392;0;0;0;0;0;0;0;0;0
10393;0;0;0;0;0;0;0;0;0
10394;0;0;0;0;0;0;0;0;0
10395;0;0;0;0;0;0;0;0;0
10396;0;0;0;0;0;0;0;0;0
10397;0;0;0;0;0;0;0;0;0
10398;0;0;0;0;0;0;0;0;0
10399;0;0;0;0;0;0;0;0;0
10400;0;0;0;0;0;0;0;0;0
10401;0;0;0;0;1;0;0;0;1
10402;0;0;0;0;0;0;0;0;0
10403;0;0;0;0;0;0;0;0;0
10404;0;0;0;0;0;0;0;0;0
10405;0;0;0;0;0;0;0;0;0
10406;0;0;0;0;0;0;0;1;0
10408;0;0;0;0;0;0;0;0;0
10409;1;0;0;0;0;0;0;0;0
10410;0;0;0;0;0;0;0;0;0
10411;0;0;0;0;0;0;0;0;0
10412;0;0;0;0;0;0;0;0;1
10414;0;0;0;0;0;0;0;0;0
10416;0;0;0;0;0;0;0;0;0
10417;0;0;0;0;0;0;0;0;0
10418;0;0;0;0;0;0;0;0;0
10419;0;0;0;0;0;0;0;0;0
10420;1;0;0;0;0;0;1;0;0
10421;0;0;0;0;0;0;0;0;0
10422;0;0;0;0;0;0;0;0;0
10423;0;0;0;0;0;0;0;0;0
10424;0;0;0;0;0;0;0;0;0
10425;0;0;0;0;0;0;0;0;0
10426;0;0;0;0;0;0;1;0;0
10427;0;0;0;0;0;0;0;0;0
10428;0;0;0;0;0;0;0;0;0
10429;1;0;0;0;0;0;0;0;0
10430;0;0;0;0;0;0;0;0;0
10431;0;0;0;0;0;0;0;0;0
10432;0;0;0;0;0;0;0;0;0
10433;0;0;0;0;0;0;0;0;0
10434;0;0;0;0;0;0;0;0;0
10435;0;0;0;0;0;0;0;0;0
10436;0;0;0;0;0;0;0;0;0
10437;1;0;0;0;0;0;0;0;0
10438;0;0;0;0;0;0;0;0;0
10439;0;0;0;0;0;0;0;0;0
10440;0;0;0;0;0;0;0;0;0
10441;0;0;0;0;0;0;0;0;0
10442;1;0;0;0;0;0;1;0;0
10443;0;0;0;0;0;0;0;0;0
10444;0;0;0;0;0;0;0;0;0
10445;0;0;0;0;0;0;0;0;0
11001;0;0;0;0;0;0;0;0;0
11002;0;0;0;0;0;0;0;0;0
11003;0;0;0;0;0;0;0;0;0
11004;1;0;0;0;0;1;0;0;0
11005;0;0;0;0;0;0;0;0;0
11006;0;0;0;0;0;0;0;0;0
11007;0;0;0;0;0;0;0;0;0
11008;0;0;0;0;0;0;1;1;1
11009;1;0;0;0;0;0;0;0;0
11010;0;0;0;0;0;0;0;0;0
11011;0;0;0;0;0;0;1;0;0
11012;0;0;0;0;0;0;0;0;0
11013;1;0;0;0;0;0;0;0;0
11014;0;0;0;0;0;0;0;0;0
11015;0;0;0;0;0;0;0;0;0
11016;0;0;0;0;0;0;0;0;0
11017;0;0;0;0;0;0;0;0;0
11018;0;0;0;0;0;0;0;0;0
11019;0;0;0;0;0;0;0;0;0
11020;0;0;0;0;0;0;0;0;0
11021;0;0;0;0;0;1;1;1;0
11022;1;0;0;0;0;1;0;0;0
11023;0;0;0;0;0;0;0;0;0
11024;1;0;0;0;0;0;0;0;0
11025;0;0;0;0;0;0;0;0;1
11026;0;0;0;0;0;0;0;0;0
11027;1;0;0;0;0;0;0;0;0
11028;0;0;0;0;0;0;1;1;1
11029;0;0;0;0;0;0;0;0;0
11030;0;0;0;0;0;0;0;1;0
11031;0;0;0;0;0;0;0;0;0
11032;0;0;0;0;0;0;0;0;0
11033;0;0;0;0;0;0;0;0;0
11034;0;0;0;0;0;0;0;0;0
11035;0;0;0;0;0;2;1;0;0
11036;1;0;0;0;0;0;0;0;0
11037;2;0;0;0;0;0;0;0;0
11038;0;0;0;0;0;0;0;0;0
11039;0;0;0;0;0;0;0;0;0
11040;1;0;0;0;0;0;0;1;0
11041;0;0;0;0;0;0;1;0;0
11042;0;0;0;0;0;0;0;0;0
11043;0;0;0;0;0;0;0;0;0
11044;0;0;0;0;0;0;0;0;0
11045;0;0;0;0;0;0;1;0;0
11046;0;0;0;0;0;0;0;0;0
11047;0;0;0;0;0;0;0;0;0
11048;0;0;0;0;0;0;0;0;1
11049;2;0;0;0;1;0;1;0;0
11051;0;0;0;0;0;0;0;0;0
11052;1;0;0;0;0;0;0;1;0
11053;0;0;0;0;0;0;0;0;0
11054;0;0;0;0;0;0;0;0;0
11055;0;0;0;0;0;0;0;0;1
11056;0;0;0;0;0;0;0;0;0
11057;0;0;0;0;0;0;0;0;0
11058;0;0;0;0;0;0;0;0;0
11059;0;0;0;0;0;0;0;0;0
11060;0;0;0;0;0;0;0;0;0
11061;0;0;0;0;0;0;0;0;0
11062;0;0;0;0;0;0;0;0;0
11063;0;0;0;0;0;0;2;0;0
11064;0;0;0;0;0;0;0;0;0
11065;0;0;0;0;0;0;0;0;0
11066;0;0;0;0;0;0;1;1;0
11067;1;0;0;0;0;0;0;0;0
11068;1;0;0;0;0;0;1;0;0
11069;21;1;1;0;0;10;35;1;13
11070;0;0;0;0;0;0;0;0;0
11071;0;0;0;0;0;0;0;0;0
11072;0;0;0;0;0;0;0;0;0
11073;0;0;0;0;0;0;0;0;0
11074;0;0;0;0;0;0;0;0;0
11075;0;0;0;0;0;0;0;0;0
11076;3;0;0;1;0;2;6;1;2
11077;0;0;0;0;0;0;0;0;0
11078;0;0;0;0;0;0;0;0;0
11079;0;0;0;0;0;0;0;1;0
11080;0;0;0;0;0;0;0;0;0
11081;0;0;0;0;0;0;2;1;2
11082;0;0;0;0;0;0;0;0;0
11083;0;0;0;0;0;0;0;0;0
11084;2;0;0;0;0;0;0;0;0
11085;1;0;0;0;0;0;1;0;0
11086;1;0;0;0;0;0;0;0;0
11087;0;0;0;0;0;0;0;0;0
11088;0;0;0;0;0;0;0;1;0
11089;0;0;0;0;0;0;0;0;0
11090;1;0;0;0;0;0;0;0;1
11091;0;0;0;0;0;1;1;1;1
11092;0;0;0;0;0;0;0;0;0
11093;0;0;0;0;0;0;0;0;0
11094;0;0;0;0;0;0;0;0;0
11095;0;0;0;0;0;0;0;0;0
11096;0;0;0;0;0;0;0;0;0
11098;1;0;0;0;0;0;1;0;0
11099;1;0;0;0;0;0;0;0;0
11100;0;0;0;0;0;0;0;0;0
11101;0;0;0;0;0;0;0;0;0
11102;0;0;0;0;1;0;0;1;0
11103;1;0;0;0;0;1;1;0;1
11104;0;0;0;0;0;0;0;0;0
11105;0;0;0;0;0;0;1;0;0
11106;3;0;0;0;1;0;0;0;2
11107;0;0;0;0;0;0;0;0;0
11108;0;0;0;0;0;0;0;0;0
11109;0;0;0;0;0;0;0;0;0
11110;0;0;0;0;0;0;0;0;0
11111;1;0;0;0;0;0;0;0;0
11112;0;0;0;0;0;0;0;0;0
11113;0;0;0;0;0;0;1;0;1
11114;0;0;0;0;0;0;0;0;0
11115;0;0;0;0;0;0;0;0;0
11116;1;0;0;0;0;0;1;0;1
11117;0;0;0;0;0;0;0;0;0
11118;0;0;0;0;0;0;0;0;0
11119;1;0;0;0;0;0;0;0;0
11120;0;0;0;0;0;0;0;0;0
11121;0;0;0;0;0;0;0;0;0
11122;1;0;0;0;0;0;0;0;0
11123;0;0;0;0;0;0;0;0;0
11124;0;0;0;0;0;0;0;1;0
11125;0;0;0;0;0;0;0;0;0
11126;0;0;0;0;0;0;0;0;0
11127;0;0;0;0;0;0;0;0;0
11128;0;0;0;0;0;0;0;0;0
11129;2;0;0;0;0;0;0;0;2
11130;0;0;0;0;0;0;1;1;0
11131;0;0;0;0;0;0;0;0;0
11132;0;0;0;0;0;0;0;1;0
11133;0;0;0;0;0;0;0;0;0
11134;0;0;0;0;0;0;0;0;0
11135;0;0;0;0;0;0;0;0;0
11136;0;0;0;0;0;0;0;1;1
11137;0;0;0;0;0;0;0;0;0
11138;2;0;0;0;0;0;0;0;0
11139;0;0;0;0;0;0;0;0;0
11140;1;0;0;0;0;0;0;1;0
11141;0;0;0;0;0;0;0;0;0
11142;0;0;0;0;0;0;0;0;0
11143;0;0;0;0;0;0;0;0;0
11144;1;0;0;0;0;0;2;1;1
11145;3;0;0;0;0;0;0;4;2
11146;1;0;0;0;0;0;1;0;0
11147;0;0;0;0;0;0;0;0;0
11148;1;0;0;0;0;0;0;0;0
11149;0;0;0;0;0;0;0;0;0
11150;0;0;0;0;0;0;0;0;0
11151;0;0;0;0;0;0;0;0;0
11152;0;0;0;0;0;0;1;0;0
11153;0;0;0;0;0;0;0;0;0
11154;0;0;0;0;0;0;0;0;0
11155;0;0;0;0;0;0;0;0;0
11156;0;0;0;0;0;0;0;0;0
11157;0;0;0;0;0;0;0;1;0
11158;0;0;0;0;0;0;0;0;0
11159;0;0;0;0;0;1;0;0;0
11160;0;0;0;0;0;0;0;0;0
11161;0;0;0;0;0;0;0;0;0
11162;0;0;0;0;0;0;0;0;0
11163;0;0;0;0;0;0;1;0;0
11164;1;0;0;0;0;0;0;0;0
11165;0;0;0;0;0;0;0;0;0
11166;0;0;0;0;0;0;0;0;0
11167;0;0;0;0;0;0;0;0;0
11168;0;0;0;0;0;0;0;0;0
11169;0;0;0;0;0;0;0;0;0
11170;3;0;0;0;0;1;5;4;3
11172;0;0;0;0;0;0;0;0;0
11173;0;0;0;0;0;0;0;0;0
11174;0;0;0;0;0;0;0;0;1
11175;0;0;0;0;0;0;0;0;0
11176;0;0;0;0;0;1;0;0;0
11177;0;0;0;0;0;0;0;0;0
11178;0;0;0;0;0;0;0;0;0
11179;0;0;0;0;0;0;0;0;0
11180;0;0;0;0;0;0;0;0;0
11181;0;0;0;0;0;0;0;1;0
11182;0;0;0;0;0;0;0;0;0
11183;0;0;0;0;0;0;0;0;0
11184;0;0;0;0;0;0;0;0;0
11185;0;0;0;0;0;0;1;1;2
11186;0;0;0;0;0;0;0;0;0
11187;0;0;0;0;0;0;0;0;0
11188;0;0;0;0;0;0;0;2;2
11189;0;0;0;0;0;0;0;0;0
11190;0;0;0;0;0;0;0;0;0
11191;0;0;0;0;0;0;0;0;0
11192;0;0;0;0;0;0;0;0;0
11193;0;0;0;0;0;0;0;0;0
11194;0;0;0;0;0;0;0;1;0
11195;0;0;0;0;0;0;0;0;0
11196;0;0;0;0;0;0;0;0;0
11197;1;0;0;0;0;0;0;0;0
11198;2;0;0;0;0;0;0;0;0
11199;0;0;0;0;0;0;0;0;0
11200;0;0;0;0;0;0;0;0;0
11201;2;0;0;0;1;0;1;0;1
11202;2;0;0;0;1;1;4;7;2
11203;14;0;0;0;1;3;3;1;1
11204;0;0;0;0;0;0;0;0;0
11205;0;0;0;0;0;0;0;0;0
11206;8;0;0;0;2;3;3;1;2
11207;0;0;0;0;0;0;0;0;0
11208;0;0;0;0;0;0;0;0;0
11209;0;0;0;0;0;0;0;0;0
11210;0;0;0;0;0;0;0;0;0
11211;0;0;0;0;0;0;0;0;0
11212;0;0;0;0;0;0;0;0;1
11213;0;0;0;0;0;0;0;0;0
11214;0;0;0;0;0;0;0;0;0
11215;0;0;0;0;0;0;0;0;1
11216;0;0;0;0;0;0;0;0;0
11217;3;0;0;0;0;0;0;0;0
11218;0;0;0;0;0;0;0;0;0
11219;0;0;0;0;0;0;0;0;0
11220;1;0;0;0;0;0;1;0;0
11221;0;0;0;0;0;0;0;0;0
11222;0;0;0;0;0;0;0;0;1
11223;0;0;0;0;0;0;0;0;0
11224;0;0;0;0;0;0;0;0;0
11225;0;0;0;0;0;0;0;0;0
11226;0;0;0;0;0;0;0;0;0
11227;0;0;0;0;0;0;0;0;0
11228;0;0;0;0;0;0;0;0;0
11229;0;0;0;0;0;0;0;0;0
11230;0;0;0;0;0;0;0;0;0
11231;0;0;0;0;0;0;0;0;0
11232;0;0;0;0;0;0;0;0;0
11233;0;0;0;0;0;0;0;1;1
11234;0;0;0;0;0;0;0;0;1
11235;0;0;0;0;0;0;0;0;0
11236;1;0;0;0;0;0;0;0;0
11238;0;0;0;0;0;0;0;0;0
11239;0;0;0;0;0;0;0;0;0
11240;1;0;0;0;0;0;0;0;0
11241;1;0;0;0;0;0;0;0;0
11242;0;0;0;0;0;0;0;1;0
11243;1;0;0;0;0;0;0;1;0
11244;0;0;0;0;0;0;0;0;0
11245;0;0;0;0;0;0;0;0;0
11246;0;0;0;0;0;0;0;0;0
11247;0;0;0;0;0;0;0;0;0
11248;0;0;0;0;0;0;0;0;0
11249;0;0;0;0;0;0;0;0;0
11250;0;0;0;0;0;0;0;0;0
11251;1;0;0;0;0;1;0;0;1
11252;0;0;0;0;0;0;0;0;0
11253;0;0;0;0;0;1;0;1;1
11254;0;0;0;0;0;0;0;1;0
11255;0;0;0;0;0;0;0;0;0
11256;0;0;0;0;0;0;0;0;0
11257;0;0;0;0;0;0;0;0;0
11258;1;0;0;0;0;0;0;0;0
11259;0;0;0;0;0;0;0;0;0
11260;0;0;0;0;0;0;0;0;0
11261;0;0;0;0;0;0;0;0;0
11262;36;0;1;0;0;16;23;6;8
11263;0;0;0;0;0;0;0;2;0
11264;0;0;0;0;0;0;0;0;0
11265;0;0;0;0;0;0;0;0;0
11266;2;0;0;0;1;0;3;3;4
11267;1;0;0;0;0;0;1;0;1
11268;1;0;0;0;0;0;0;0;0
11269;3;0;0;0;0;0;0;0;0
11270;0;0;0;0;0;0;0;0;0
11271;0;0;0;0;0;0;0;0;0
11272;0;0;0;0;0;0;1;0;0
11273;1;0;0;0;0;0;0;0;0
11274;0;0;0;0;0;0;0;0;0
11275;0;0;0;0;0;0;0;0;0
11276;1;0;0;0;0;0;0;0;0
11277;0;0;0;0;0;0;0;0;0
11278;0;0;0;0;0;0;0;0;0
11279;1;0;0;0;0;0;0;0;0
11280;1;0;0;0;0;0;0;1;0
11281;0;0;0;0;0;0;0;0;0
11282;0;0;0;0;0;0;0;0;0
11283;0;0;0;0;0;0;0;0;0
11284;0;0;0;0;0;0;0;0;0
11285;0;0;0;0;0;0;0;0;3
11286;0;0;0;0;0;0;0;0;0
11287;0;0;0;0;0;0;0;0;0
11288;0;0;0;0;0;0;0;0;0
11289;0;0;0;0;0;0;0;0;0
11290;0;0;0;0;0;0;0;0;0
11291;0;0;0;0;0;0;0;0;0
11292;0;0;0;0;0;0;1;0;0
11293;0;0;0;0;1;0;0;0;0
11294;0;0;0;0;0;0;0;0;0
11295;0;0;0;0;0;0;0;0;0
11296;0;0;0;0;0;0;0;1;0
11297;0;0;0;0;0;0;0;1;0
11299;0;0;0;0;0;0;0;0;0
11300;0;0;0;0;0;0;0;0;0
11301;1;0;0;0;0;0;0;0;0
11302;0;0;0;0;0;1;0;0;0
11303;0;0;0;0;0;0;0;1;0
11304;3;0;0;0;0;0;3;1;3
11305;0;0;0;0;0;0;0;0;0
11306;0;0;0;0;0;0;0;0;0
11307;0;0;0;0;0;0;0;0;0
11308;0;0;0;0;0;0;0;0;0
11309;0;0;0;0;0;0;0;0;1
11310;1;0;0;0;0;0;1;1;0
11311;0;0;0;0;0;0;0;0;0
11312;0;0;0;0;0;0;0;0;0
11313;0;0;0;0;0;0;0;0;0
11314;0;0;0;0;0;0;0;0;0
11315;1;0;0;0;0;0;0;0;1
11316;1;0;0;0;0;0;0;0;0
11317;0;0;0;0;0;0;0;0;0
11318;0;0;0;0;0;0;0;0;0
11319;0;0;0;0;0;0;0;0;0
11320;0;0;0;0;0;0;0;1;0
11321;0;0;0;0;0;0;0;1;0
11322;0;0;0;0;0;0;0;0;1
11323;0;0;0;0;0;0;0;0;0
11324;1;0;0;0;0;0;0;0;0
11325;0;0;0;0;0;0;0;0;0
11326;0;0;0;0;0;0;0;0;0
11327;0;0;0;0;0;0;0;0;0
11328;0;0;0;0;0;0;0;0;0
11330;0;0;0;0;0;0;0;1;0
11331;0;0;0;0;0;0;0;0;0
11332;1;0;0;0;0;0;0;0;0
11333;0;0;0;0;0;0;0;0;1
11334;0;0;0;0;0;0;0;0;0
11335;0;0;0;0;0;0;0;0;0
11336;1;0;0;0;0;0;0;1;0
11337;0;0;0;0;0;0;0;0;0
11338;0;0;0;0;0;0;0;0;0
11339;0;0;0;0;0;0;0;0;0
11340;0;0;0;0;0;0;0;0;0
11341;0;0;0;0;0;0;0;0;1
11342;0;0;0;0;0;0;0;0;0
11343;0;0;0;0;0;0;0;0;1
11344;0;0;0;0;0;0;0;0;1
11345;0;0;0;0;0;0;0;0;0
11346;0;0;0;0;0;0;0;0;0
11347;0;0;0;0;0;0;0;0;1
11348;0;0;0;0;0;0;0;0;0
11350;0;0;0;0;0;0;0;0;0
11351;2;0;0;0;0;1;0;0;0
11352;0;0;0;0;0;0;0;0;0
11353;3;0;0;0;0;1;0;0;1
11354;0;0;0;0;0;0;0;0;0
11355;0;0;0;0;0;0;0;0;0
11356;0;0;0;0;0;0;0;0;0
11357;1;0;0;0;0;0;0;0;0
11358;0;0;0;0;0;0;0;1;0
11359;0;0;0;0;0;0;0;0;0
11360;1;0;0;0;0;0;0;0;1
11361;0;0;0;0;0;0;0;0;0
11362;0;0;0;0;0;0;0;0;0
11363;1;0;0;0;0;0;0;0;0
11364;0;0;0;0;0;0;0;0;0
11365;0;0;0;0;0;0;0;0;0
11366;0;0;0;0;0;0;0;0;0
11367;0;0;0;0;0;0;0;1;1
11368;0;0;0;0;0;0;0;0;0
11369;2;0;0;0;0;0;0;1;2
11370;0;0;0;0;0;0;0;0;0
11371;0;0;0;0;0;0;0;1;0
11372;0;0;0;0;0;0;0;0;0
11373;0;0;0;0;0;0;0;0;0
11374;0;0;0;0;0;0;0;0;0
11375;0;0;0;0;0;0;0;0;0
11376;0;0;0;0;0;0;0;0;0
11377;0;0;0;0;0;0;0;0;0
11378;0;0;0;0;0;0;0;0;0
11379;2;0;0;0;0;1;2;2;1
11380;0;0;0;0;0;0;0;0;0
11381;0;0;0;0;0;0;0;0;0
11382;0;0;0;0;0;0;0;0;0
11383;0;0;0;0;0;0;0;0;0
11384;0;0;0;0;0;0;0;0;0
11385;0;0;0;0;0;0;0;0;0
11386;0;0;0;0;0;0;0;0;0
11387;0;0;0;0;0;0;0;0;0
11388;0;0;0;0;0;0;0;0;0
11389;0;0;0;0;0;0;0;0;0
11390;0;0;0;0;0;0;0;0;0
11391;0;0;0;0;0;0;0;0;0
11392;0;0;0;0;0;0;0;0;0
11393;1;0;0;0;0;0;0;0;0
11394;0;0;0;0;0;0;0;0;0
11395;0;0;0;0;0;0;0;0;0
11396;1;0;0;0;0;0;0;0;0
11397;1;0;0;0;0;1;2;1;0
11398;0;0;0;0;0;0;0;0;1
11399;0;0;0;0;0;0;0;0;0
11400;0;0;0;0;0;0;0;0;0
11401;1;0;0;0;0;0;0;2;0
11402;0;0;0;0;0;0;0;0;0
11404;0;0;0;0;0;0;0;0;2
11405;0;0;0;0;0;0;0;0;0
11406;0;0;0;0;0;0;0;0;0
11407;0;0;0;0;0;1;0;1;1
11408;0;0;0;0;0;0;0;0;0
11409;1;0;0;0;0;0;0;0;0
11410;0;0;0;0;0;0;1;0;0
11411;0;0;0;0;0;0;0;1;0
11412;0;0;0;0;0;0;0;0;0
11413;0;0;0;0;0;0;0;0;0
11414;0;0;0;0;0;0;0;0;0
11415;0;0;0;0;0;0;0;0;0
11416;0;0;0;0;0;0;0;0;0
11417;0;0;0;0;0;0;0;0;0
11418;0;0;0;0;0;0;0;0;0
11419;0;0;0;0;0;0;0;0;0
11420;0;0;0;0;0;0;0;0;0
11421;0;0;0;0;0;0;0;0;0
11422;0;0;0;0;0;0;0;0;0
11423;0;0;0;0;0;0;0;0;0
11424;0;0;0;0;0;0;0;0;0
11425;1;0;0;0;0;0;0;0;0
11426;1;0;0;0;0;0;0;1;0
11427;0;0;0;0;0;0;0;0;1
11428;0;0;0;0;0;0;0;0;0
11429;3;0;0;0;0;0;0;1;0
11430;0;0;0;0;0;0;0;0;0
11431;0;0;0;0;0;0;0;0;0
11432;0;0;0;0;0;0;0;0;0
11433;1;0;0;0;0;0;0;0;2
11434;0;0;0;0;0;0;1;0;0
11435;0;0;0;0;0;0;0;0;0
11436;0;0;0;0;0;0;0;0;0
11437;1;0;0;0;0;0;0;0;0
11438;0;0;0;0;0;0;0;0;0
11439;0;0;0;0;0;0;0;0;0
11440;0;0;0;0;0;0;0;0;0
11441;3;0;0;0;0;0;1;0;0
12001;1;0;0;0;0;0;0;0;0
12002;1;0;0;0;0;0;0;1;0
12003;0;0;0;0;0;0;0;0;0
12004;0;0;0;0;0;0;0;0;0
12006;0;0;0;0;0;0;0;1;0
12007;0;0;0;0;0;0;0;1;0
12008;0;0;0;0;0;0;0;0;0
12009;0;0;0;0;0;0;0;0;0
12010;0;0;0;0;0;0;1;0;0
12011;0;0;0;0;0;0;2;1;0
12012;1;0;0;0;0;0;0;0;0
12013;0;0;0;0;1;0;0;0;1
12015;0;0;0;0;0;0;0;0;1
12016;0;0;0;0;0;0;0;0;1
12017;0;0;0;0;0;0;0;0;0
12018;0;0;0;0;0;0;0;0;0
12019;0;0;0;0;0;0;0;0;0
12021;0;0;0;0;0;0;1;2;0
12022;0;0;0;0;0;0;0;0;0
12023;0;0;0;0;0;0;0;0;0
12024;0;0;0;0;0;0;1;1;1
12025;0;0;0;0;0;0;0;1;1
12026;0;0;0;0;0;0;0;0;0
12027;0;0;0;0;0;0;0;0;0
12028;0;0;0;0;0;0;0;1;0
12029;0;0;0;0;0;0;0;1;0
12030;0;0;0;0;0;0;0;0;0
12031;0;0;0;0;0;0;0;1;0
12032;0;0;0;0;0;0;0;0;0
12033;1;0;0;0;0;0;2;0;0
12034;0;0;0;0;0;0;0;0;0
12035;0;0;0;0;0;0;0;0;0
12036;1;0;0;0;0;0;1;1;0
12037;0;0;0;0;0;0;0;0;1
12038;0;0;0;0;0;0;1;0;0
12039;0;0;0;0;0;0;0;1;0
12041;0;0;0;0;0;0;0;1;0
12042;0;0;0;0;0;0;0;0;0
12043;1;0;0;0;0;0;0;0;0
12044;1;0;0;0;0;0;2;1;1
12045;0;0;0;0;0;0;0;0;0
12046;0;0;0;0;0;0;0;0;0
12047;0;0;0;0;1;0;1;1;0
12048;0;0;0;0;0;0;1;1;0
12049;0;0;0;0;0;0;0;0;0
12050;0;0;0;0;0;0;1;3;0
12051;0;0;0;0;0;0;0;1;0
12052;0;0;0;0;1;0;2;0;1
